TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-05,2026-03-05,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5815.25,5995.75,5815.25,5928.40,5932.00,5829.05,,5929.00,,,9673,57132265.00,2665,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,650.00,667.00,650.00,662.95,665.90,647.35,,663.60,,,24216,16008720.00,1256,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,800.05,809.00,798.40,804.40,804.40,801.00,,804.95,,,42628,34240038.00,3994,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,25.50,25.75,24.70,25.30,25.30,24.95,,25.30,,,207532,5227480.00,222,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,39.80,41.95,39.41,41.48,41.50,39.09,,41.48,,,70305,2874613.00,337,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.93,4.05,3.93,3.98,3.98,3.99,,3.97,,,13900,55466.00,42,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.45,4.70,4.07,4.16,4.30,4.36,,4.16,,,12299,52563.00,83,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.18,8.18,6.52,7.23,7.23,8.10,,7.23,,,49497,347420.00,125,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,111.95,111.95,107.65,109.85,110.10,108.05,,109.80,,,16660,1821655.00,359,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,289.00,309.15,274.50,306.65,303.00,269.15,,302.55,,,7731,2207010.00,148,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6694.85,6694.85,6386.90,6553.15,6559.60,6476.25,,6560.85,,,422,2737555.00,187,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,33.89,33.89,32.17,32.36,32.17,33.03,,32.36,,,14063,458791.00,90,F1,1,,,,,
2026-03-05,2026-03-05,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,356.85,361.35,352.70,356.80,358.10,357.60,,356.55,,,5662,2016348.00,220,F1,1,,,,,
